nozzleTemp,bedTemp,xPos,yPos,zPos,fanSpeed,printerSpeed,createdAt
179,57,155,82,178,0,0,2024-05-02T12:23:37.175Z
179,57,155,82,178,0,0,2024-05-02T12:23:37.348Z
179,57,155,82,178,0,0,2024-05-02T12:23:37.487Z
178,57,155,82,178,0,0,2024-05-02T12:23:37.648Z
178,57,155,82,178,0,0,2024-05-02T12:23:37.795Z
178,57,155,82,178,0,0,2024-05-02T12:23:38.100Z
178,57,155,82,178,0,0,2024-05-02T12:23:38.294Z
178,57,155,82,178,0,0,2024-05-02T12:23:38.575Z
178,57,155,82,178,0,0,2024-05-02T12:23:38.710Z
178,57,155,82,178,0,0,2024-05-02T12:23:39.233Z
177,57,155,82,178,0,0,2024-05-02T12:23:39.423Z
177,57,155,82,178,0,0,2024-05-02T12:23:39.652Z
177,57,155,82,178,0,0,2024-05-02T12:23:39.853Z
177,57,155,82,178,0,0,2024-05-02T12:23:40.040Z
177,57,155,82,178,0,0,2024-05-02T12:23:40.313Z
177,57,155,82,178,0,0,2024-05-02T12:23:40.456Z
177,57,155,82,178,0,0,2024-05-02T12:23:40.626Z
176,57,155,82,178,0,0,2024-05-02T12:23:40.766Z
176,57,155,82,178,0,0,2024-05-02T12:23:41.126Z
176,56,155,82,178,0,0,2024-05-02T12:23:41.271Z
176,56,155,82,178,0,0,2024-05-02T12:23:41.477Z
176,56,155,82,178,0,0,2024-05-02T12:23:41.651Z
176,56,155,82,178,0,0,2024-05-02T12:23:41.788Z
175,56,155,82,178,0,0,2024-05-02T12:23:42.058Z
175,56,155,82,178,0,0,2024-05-02T12:23:42.195Z
175,56,155,82,178,0,0,2024-05-02T12:23:42.373Z
175,56,155,82,178,0,0,2024-05-02T12:23:42.501Z
175,56,155,82,178,0,0,2024-05-02T12:23:42.728Z
175,56,155,82,178,0,0,2024-05-02T12:23:42.910Z
175,56,155,82,178,0,0,2024-05-02T12:23:43.087Z
175,56,155,82,178,0,0,2024-05-02T12:23:43.285Z
174,56,155,82,178,0,0,2024-05-02T12:23:43.423Z
174,56,155,82,178,0,0,2024-05-02T12:23:43.596Z
174,56,155,82,178,0,0,2024-05-02T12:23:43.738Z
174,56,155,82,178,0,0,2024-05-02T12:23:43.903Z
174,56,155,82,178,0,0,2024-05-02T12:23:44.040Z
174,56,155,82,178,0,0,2024-05-02T12:23:44.317Z
174,56,155,82,178,0,0,2024-05-02T12:23:44.512Z
174,56,155,82,178,0,0,2024-05-02T12:23:44.719Z
174,56,155,82,178,0,0,2024-05-02T12:23:44.904Z
173,56,155,82,178,0,0,2024-05-02T12:23:45.058Z
173,56,155,82,178,0,0,2024-05-02T12:23:46.287Z
172,56,155,82,178,0,0,2024-05-02T12:23:46.441Z
172,56,155,82,178,0,0,2024-05-02T12:23:46.597Z
172,56,155,82,178,0,0,2024-05-02T12:23:46.756Z
172,56,155,82,178,0,0,2024-05-02T12:23:46.903Z
172,56,155,82,178,0,0,2024-05-02T12:23:47.076Z
172,56,155,82,178,0,0,2024-05-02T12:23:47.210Z
172,56,155,82,178,0,0,2024-05-02T12:23:47.386Z
172,56,155,82,178,0,0,2024-05-02T12:23:47.531Z
171,56,155,82,178,0,0,2024-05-02T12:23:47.692Z
171,56,155,82,178,0,0,2024-05-02T12:23:47.824Z
171,56,155,82,178,0,0,2024-05-02T12:23:47.990Z
171,56,155,82,178,0,0,2024-05-02T12:23:48.133Z
171,56,155,82,178,0,0,2024-05-02T12:23:48.306Z
171,56,155,82,178,0,0,2024-05-02T12:23:48.441Z
171,56,155,82,178,0,0,2024-05-02T12:23:48.617Z
171,56,155,82,178,0,0,2024-05-02T12:23:48.758Z
171,56,155,82,178,0,0,2024-05-02T12:23:48.947Z
171,56,155,82,178,0,0,2024-05-02T12:23:49.171Z
170,56,155,82,178,0,0,2024-05-02T12:23:49.330Z
170,56,155,82,178,0,0,2024-05-02T12:23:49.470Z
170,56,155,82,178,0,0,2024-05-02T12:23:49.666Z
170,56,155,82,178,0,0,2024-05-02T12:23:49.818Z
170,56,155,82,178,0,0,2024-05-02T12:23:49.978Z
170,56,155,82,178,0,0,2024-05-02T12:23:50.141Z
170,56,155,82,178,0,0,2024-05-02T12:23:50.282Z
170,56,155,82,178,0,0,2024-05-02T12:23:50.461Z
169,56,155,82,178,0,0,2024-05-02T12:23:50.597Z
169,56,155,82,178,0,0,2024-05-02T12:23:50.785Z
169,56,155,82,178,0,0,2024-05-02T12:23:50.989Z
169,56,155,82,178,0,0,2024-05-02T12:23:51.194Z
169,56,155,82,178,0,0,2024-05-02T12:23:51.586Z
169,56,155,82,178,0,0,2024-05-02T12:23:51.723Z
169,56,155,82,178,0,0,2024-05-02T12:23:53.154Z
168,56,155,82,178,0,0,2024-05-02T12:23:53.324Z
168,56,155,82,178,0,0,2024-05-02T12:23:53.458Z
168,56,155,82,178,0,0,2024-05-02T12:23:53.633Z
167,56,155,82,178,0,0,2024-05-02T12:23:53.767Z
167,56,155,82,178,0,0,2024-05-02T12:23:53.967Z
167,56,155,82,178,0,0,2024-05-02T12:23:54.179Z
167,56,155,82,178,0,0,2024-05-02T12:23:54.373Z
167,56,155,82,178,0,0,2024-05-02T12:23:54.558Z
167,56,155,82,178,0,0,2024-05-02T12:23:54.687Z
167,56,155,82,178,0,0,2024-05-02T12:23:54.831Z
167,56,155,82,178,0,0,2024-05-02T12:23:54.993Z
166,56,155,82,178,0,0,2024-05-02T12:23:55.264Z
166,56,155,82,178,0,0,2024-05-02T12:23:55.416Z
166,56,155,82,178,0,0,2024-05-02T12:23:55.582Z
166,56,155,82,178,0,0,2024-05-02T12:23:55.721Z
166,56,155,82,178,0,0,2024-05-02T12:23:55.913Z
166,56,155,82,178,0,0,2024-05-02T12:23:56.086Z
166,56,155,82,178,0,0,2024-05-02T12:23:56.227Z
166,56,155,82,178,0,0,2024-05-02T12:23:56.396Z
166,55,155,82,178,0,0,2024-05-02T12:23:56.529Z
166,55,155,82,178,0,0,2024-05-02T12:23:56.725Z
166,55,155,82,178,0,0,2024-05-02T12:23:56.903Z
165,55,155,82,178,0,0,2024-05-02T12:23:57.042Z
165,55,155,82,178,0,0,2024-05-02T12:23:57.214Z
165,55,155,82,178,0,0,2024-05-02T12:23:57.349Z
165,55,155,82,178,0,0,2024-05-02T12:23:57.550Z
165,55,155,82,178,0,0,2024-05-02T12:23:57.731Z
165,55,155,82,178,0,0,2024-05-02T12:23:57.866Z
165,55,155,82,178,0,0,2024-05-02T12:23:58.035Z
165,55,155,82,178,0,0,2024-05-02T12:23:58.576Z
164,55,155,82,178,0,0,2024-05-02T12:23:58.724Z
164,55,155,82,178,0,0,2024-05-02T12:23:58.887Z
164,55,155,82,178,0,0,2024-05-02T12:23:59.098Z
164,55,155,82,178,0,0,2024-05-02T12:23:59.261Z
164,55,155,82,178,0,0,2024-05-02T12:23:59.605Z
164,55,155,82,178,0,0,2024-05-02T12:23:59.814Z
164,55,155,82,178,0,0,2024-05-02T12:23:59.977Z
163,55,155,82,178,0,0,2024-05-02T12:24:00.159Z
163,55,155,82,178,0,0,2024-05-02T12:24:00.330Z
163,55,155,82,178,0,0,2024-05-02T12:24:00.528Z
163,55,155,82,178,0,0,2024-05-02T12:24:00.694Z
163,55,155,82,178,0,0,2024-05-02T12:24:00.854Z
163,55,155,82,178,0,0,2024-05-02T12:24:01.036Z
163,55,155,82,178,0,0,2024-05-02T12:24:01.207Z
163,55,155,82,178,0,0,2024-05-02T12:24:01.342Z
163,55,155,82,178,0,0,2024-05-02T12:24:01.527Z
162,55,155,82,178,0,0,2024-05-02T12:24:01.702Z
162,55,155,82,178,0,0,2024-05-02T12:24:01.841Z
162,55,155,82,178,0,0,2024-05-02T12:24:02.056Z
162,55,155,82,178,0,0,2024-05-02T12:24:03.256Z
161,55,155,82,178,0,0,2024-05-02T12:24:03.391Z
161,55,155,82,178,0,0,2024-05-02T12:24:03.587Z
161,55,155,82,178,0,0,2024-05-02T12:24:03.755Z
161,55,155,82,178,0,0,2024-05-02T12:24:03.902Z
161,55,155,82,178,0,0,2024-05-02T12:24:04.104Z
161,55,155,82,178,0,0,2024-05-02T12:24:04.279Z
161,55,155,82,178,0,0,2024-05-02T12:24:04.415Z
161,55,155,82,178,0,0,2024-05-02T12:24:04.610Z
161,55,155,82,178,0,0,2024-05-02T12:24:04.786Z
160,55,155,82,178,0,0,2024-05-02T12:24:06.017Z
160,55,155,82,178,0,0,2024-05-02T12:24:06.156Z
159,55,155,82,178,0,0,2024-05-02T12:24:06.401Z
159,55,155,82,178,0,0,2024-05-02T12:24:06.611Z
159,55,155,82,178,0,0,2024-05-02T12:24:06.771Z
159,55,155,82,178,0,0,2024-05-02T12:24:06.935Z
159,55,155,82,178,0,0,2024-05-02T12:24:07.091Z
159,55,155,82,178,0,0,2024-05-02T12:24:07.256Z
159,55,155,82,178,0,0,2024-05-02T12:24:07.391Z
159,55,155,82,178,0,0,2024-05-02T12:24:07.561Z
159,55,155,82,178,0,0,2024-05-02T12:24:07.696Z
159,55,155,82,178,0,0,2024-05-02T12:24:07.899Z
158,55,155,82,178,0,0,2024-05-02T12:24:09.067Z
158,55,155,82,178,0,0,2024-05-02T12:24:09.240Z
158,55,155,82,178,0,0,2024-05-02T12:24:09.433Z
158,55,155,82,178,0,0,2024-05-02T12:24:09.584Z
157,55,155,82,178,0,0,2024-05-02T12:24:09.745Z
157,55,155,82,178,0,0,2024-05-02T12:24:09.915Z
157,55,155,82,178,0,0,2024-05-02T12:24:10.049Z
157,55,155,82,178,0,0,2024-05-02T12:24:10.225Z
157,55,155,82,178,0,0,2024-05-02T12:24:10.363Z
157,55,155,82,178,0,0,2024-05-02T12:24:10.526Z
157,55,155,82,178,0,0,2024-05-02T12:24:10.675Z
157,55,155,82,178,0,0,2024-05-02T12:24:10.860Z
157,55,155,82,178,0,0,2024-05-02T12:24:11.041Z
157,55,155,82,178,0,0,2024-05-02T12:24:11.275Z
156,55,155,82,178,0,0,2024-05-02T12:24:11.477Z
156,55,155,82,178,0,0,2024-05-02T12:24:11.692Z
156,55,155,82,178,0,0,2024-05-02T12:24:11.831Z
156,55,155,82,178,0,0,2024-05-02T12:24:11.984Z
156,55,155,82,178,0,0,2024-05-02T12:24:12.423Z
156,55,155,82,178,0,0,2024-05-02T12:24:12.571Z
156,55,155,82,178,0,0,2024-05-02T12:24:12.810Z
155,55,155,82,178,0,0,2024-05-02T12:24:12.982Z
155,55,155,82,178,0,0,2024-05-02T12:24:13.136Z
155,55,155,82,178,0,0,2024-05-02T12:24:13.291Z
155,55,155,82,178,0,0,2024-05-02T12:24:13.731Z
155,55,155,82,178,0,0,2024-05-02T12:24:13.904Z
155,55,155,82,178,0,0,2024-05-02T12:24:14.045Z
155,55,155,82,178,0,0,2024-05-02T12:24:14.217Z
155,55,155,82,178,0,0,2024-05-02T12:24:14.349Z
155,55,155,82,178,0,0,2024-05-02T12:24:14.542Z
154,55,155,82,178,0,0,2024-05-02T12:24:14.746Z
154,55,155,82,178,0,0,2024-05-02T12:24:14.959Z
154,55,155,82,178,0,0,2024-05-02T12:24:15.170Z
154,55,155,82,178,0,0,2024-05-02T12:24:15.339Z
154,55,155,82,178,0,0,2024-05-02T12:24:15.587Z
154,55,155,82,178,0,0,2024-05-02T12:24:15.750Z
154,55,155,82,178,0,0,2024-05-02T12:24:15.886Z
154,55,155,82,178,0,0,2024-05-02T12:24:16.052Z
154,55,155,82,178,0,0,2024-05-02T12:24:16.192Z
154,55,155,82,178,0,0,2024-05-02T12:24:16.496Z
153,54,155,82,178,0,0,2024-05-02T12:24:16.704Z
153,54,155,82,178,0,0,2024-05-02T12:24:16.877Z
153,54,155,82,178,0,0,2024-05-02T12:24:17.008Z
153,54,155,82,178,0,0,2024-05-02T12:24:17.181Z
153,54,155,82,178,0,0,2024-05-02T12:24:17.317Z
153,54,155,82,178,0,0,2024-05-02T12:24:17.493Z
153,54,155,82,178,0,0,2024-05-02T12:24:17.629Z
153,54,155,82,178,0,0,2024-05-02T12:24:17.773Z
153,54,155,82,178,0,0,2024-05-02T12:24:17.921Z
153,54,155,82,178,0,0,2024-05-02T12:24:18.106Z
153,54,155,82,178,0,0,2024-05-02T12:24:18.238Z
152,54,155,82,178,0,0,2024-05-02T12:24:18.409Z
152,54,155,82,178,0,0,2024-05-02T12:24:18.620Z
152,54,155,82,178,0,0,2024-05-02T12:24:18.923Z
152,54,155,82,178,0,0,2024-05-02T12:24:19.150Z
152,54,155,82,178,0,0,2024-05-02T12:24:19.568Z
152,54,155,82,178,0,0,2024-05-02T12:24:19.764Z
151,54,155,82,178,0,0,2024-05-02T12:24:19.979Z
151,54,155,82,178,0,0,2024-05-02T12:24:20.175Z
151,54,155,82,178,0,0,2024-05-02T12:24:20.358Z
151,54,155,82,178,0,0,2024-05-02T12:24:20.541Z
151,54,155,82,178,0,0,2024-05-02T12:24:20.696Z
151,54,155,82,178,0,0,2024-05-02T12:24:20.846Z
151,54,155,82,178,0,0,2024-05-02T12:24:20.999Z
151,54,155,82,178,0,0,2024-05-02T12:24:21.206Z
151,54,155,82,178,0,0,2024-05-02T12:24:21.422Z
151,54,155,82,178,0,0,2024-05-02T12:24:21.610Z
151,54,155,82,178,0,0,2024-05-02T12:24:21.795Z
150,54,155,82,178,0,0,2024-05-02T12:24:21.922Z
150,54,155,82,178,0,0,2024-05-02T12:24:22.127Z
150,54,155,82,178,0,0,2024-05-02T12:24:22.300Z
150,54,155,82,178,0,0,2024-05-02T12:24:22.437Z
150,54,155,82,178,0,0,2024-05-02T12:24:22.653Z
150,54,155,82,178,0,0,2024-05-02T12:24:22.853Z
150,54,155,82,178,0,0,2024-05-02T12:24:23.050Z
150,54,155,82,178,0,0,2024-05-02T12:24:23.223Z
150,54,155,82,178,0,0,2024-05-02T12:24:23.357Z
150,54,155,82,178,0,0,2024-05-02T12:24:23.563Z
150,54,155,82,178,0,0,2024-05-02T12:24:23.761Z
149,54,155,82,178,0,0,2024-05-02T12:24:23.966Z
149,54,155,82,178,0,0,2024-05-02T12:24:24.188Z
149,54,155,82,178,0,0,2024-05-02T12:24:24.351Z
149,54,155,82,178,0,0,2024-05-02T12:24:24.491Z
149,54,155,82,178,0,0,2024-05-02T12:24:24.656Z
149,54,155,82,178,0,0,2024-05-02T12:24:24.805Z
149,54,155,82,178,0,0,2024-05-02T12:24:25.100Z
149,54,155,82,178,0,0,2024-05-02T12:24:25.284Z
149,54,155,82,178,0,0,2024-05-02T12:24:25.478Z
149,54,155,82,178,0,0,2024-05-02T12:24:25.620Z
148,54,155,82,178,0,0,2024-05-02T12:24:25.784Z
148,54,155,82,178,0,0,2024-05-02T12:24:26.092Z
148,54,155,82,178,0,0,2024-05-02T12:24:26.334Z
148,54,155,82,178,0,0,2024-05-02T12:24:26.659Z
148,54,155,82,178,0,0,2024-05-02T12:24:26.948Z
148,54,155,82,178,0,0,2024-05-02T12:24:27.299Z
148,54,155,82,178,0,0,2024-05-02T12:24:27.531Z
147,54,155,82,178,0,0,2024-05-02T12:24:27.659Z
147,54,155,82,178,0,0,2024-05-02T12:24:28.890Z
147,54,155,82,178,0,0,2024-05-02T12:24:29.369Z
146,54,155,82,178,0,0,2024-05-02T12:24:29.686Z
146,54,155,82,178,0,0,2024-05-02T12:24:30.014Z
146,54,155,82,178,0,0,2024-05-02T12:24:30.634Z
146,54,155,82,178,0,0,2024-05-02T12:24:30.836Z
146,54,155,82,178,0,0,2024-05-02T12:24:30.999Z
146,54,155,82,178,0,0,2024-05-02T12:24:31.234Z
146,54,155,82,178,0,0,2024-05-02T12:24:31.420Z
145,54,155,82,178,0,0,2024-05-02T12:24:31.624Z
145,54,155,82,178,0,0,2024-05-02T12:24:31.759Z
145,54,155,82,178,0,0,2024-05-02T12:24:31.930Z
145,54,155,82,178,0,0,2024-05-02T12:24:32.061Z
145,54,155,82,178,0,0,2024-05-02T12:24:32.257Z
145,54,155,82,178,0,0,2024-05-02T12:24:32.465Z
145,54,155,82,178,0,0,2024-05-02T12:24:32.674Z
145,54,155,82,178,0,0,2024-05-02T12:24:32.948Z
145,54,155,82,178,0,0,2024-05-02T12:24:33.089Z
144,54,155,82,178,0,0,2024-05-02T12:24:33.292Z
144,54,155,82,178,0,0,2024-05-02T12:24:33.496Z
144,54,155,82,178,0,0,2024-05-02T12:24:33.672Z
144,54,155,82,178,0,0,2024-05-02T12:24:33.805Z
144,54,155,82,178,0,0,2024-05-02T12:24:34.006Z
144,54,155,82,178,0,0,2024-05-02T12:24:34.206Z
144,54,155,82,178,0,0,2024-05-02T12:24:34.414Z
144,54,155,82,178,0,0,2024-05-02T12:24:34.599Z
144,54,155,82,178,0,0,2024-05-02T12:24:34.779Z
144,54,155,82,178,0,0,2024-05-02T12:24:35.073Z
144,54,155,82,178,0,0,2024-05-02T12:24:35.239Z
143,54,155,82,178,0,0,2024-05-02T12:24:35.441Z
143,54,155,82,178,0,0,2024-05-02T12:24:35.653Z
143,54,155,82,178,0,0,2024-05-02T12:24:35.854Z
143,54,155,82,178,0,0,2024-05-02T12:24:36.051Z
143,54,155,82,178,0,0,2024-05-02T12:24:36.225Z
143,54,155,82,178,0,0,2024-05-02T12:24:36.454Z
143,54,155,82,178,0,0,2024-05-02T12:24:36.669Z
143,54,155,82,178,0,0,2024-05-02T12:24:36.838Z
143,54,155,82,178,0,0,2024-05-02T12:24:37.020Z
142,54,155,82,178,0,0,2024-05-02T12:24:37.233Z
142,54,155,82,178,0,0,2024-05-02T12:24:37.386Z
142,54,155,82,178,0,0,2024-05-02T12:24:37.590Z
142,54,155,82,178,0,0,2024-05-02T12:24:37.795Z
142,54,155,82,178,0,0,2024-05-02T12:24:37.965Z
142,54,155,82,178,0,0,2024-05-02T12:24:38.158Z
142,54,155,82,178,0,0,2024-05-02T12:24:38.380Z
142,54,155,82,178,0,0,2024-05-02T12:24:38.560Z
142,54,155,82,178,0,0,2024-05-02T12:24:38.914Z
142,54,155,82,178,0,0,2024-05-02T12:24:39.118Z
142,53,155,82,178,0,0,2024-05-02T12:24:39.330Z
141,53,155,82,178,0,0,2024-05-02T12:24:39.541Z
141,54,155,82,178,0,0,2024-05-02T12:24:39.731Z
141,53,155,82,178,0,0,2024-05-02T12:24:39.913Z
141,53,155,82,178,0,0,2024-05-02T12:24:40.113Z
141,53,155,82,178,0,0,2024-05-02T12:24:40.320Z
141,53,155,82,178,0,0,2024-05-02T12:24:40.460Z
141,53,155,82,178,0,0,2024-05-02T12:24:40.628Z
141,53,155,82,178,0,0,2024-05-02T12:24:40.765Z
141,53,155,82,178,0,0,2024-05-02T12:24:40.924Z
141,53,155,82,178,0,0,2024-05-02T12:24:41.071Z
141,53,155,82,178,0,0,2024-05-02T12:24:41.355Z
140,53,155,82,178,0,0,2024-05-02T12:24:41.485Z
140,53,155,82,178,0,0,2024-05-02T12:24:41.690Z
140,53,155,82,178,0,0,2024-05-02T12:24:41.863Z
140,53,155,82,178,0,0,2024-05-02T12:24:41.994Z
140,53,155,82,178,0,0,2024-05-02T12:24:42.158Z
140,53,155,82,178,0,0,2024-05-02T12:24:42.305Z
140,53,155,82,178,0,0,2024-05-02T12:24:42.471Z
140,53,155,82,178,0,0,2024-05-02T12:24:42.609Z
140,53,155,82,178,0,0,2024-05-02T12:24:42.778Z
140,53,155,82,178,0,0,2024-05-02T12:24:42.920Z
140,53,155,82,178,0,0,2024-05-02T12:24:43.080Z
140,53,155,82,178,0,0,2024-05-02T12:24:43.228Z
139,53,155,82,178,0,0,2024-05-02T12:24:43.782Z
139,53,155,82,178,0,0,2024-05-02T12:24:44.009Z
139,53,155,82,178,0,0,2024-05-02T12:24:44.147Z
139,53,155,82,178,0,0,2024-05-02T12:24:44.423Z
139,53,155,82,178,0,0,2024-05-02T12:24:44.558Z
139,53,155,82,178,0,0,2024-05-02T12:24:44.858Z
139,53,155,82,178,0,0,2024-05-02T12:24:45.037Z
139,53,155,82,178,0,0,2024-05-02T12:24:45.171Z
138,53,155,82,178,0,0,2024-05-02T12:24:45.344Z
138,53,155,82,178,0,0,2024-05-02T12:24:45.481Z
138,53,155,82,178,0,0,2024-05-02T12:24:45.686Z
138,53,155,82,178,0,0,2024-05-02T12:24:45.852Z
138,53,155,82,178,0,0,2024-05-02T12:24:45.993Z
138,53,155,82,178,0,0,2024-05-02T12:24:46.200Z
138,53,155,82,178,0,0,2024-05-02T12:24:46.498Z
138,53,155,82,178,0,0,2024-05-02T12:24:46.703Z
138,53,155,82,178,0,0,2024-05-02T12:24:46.872Z
138,53,155,82,178,0,0,2024-05-02T12:24:47.018Z
138,53,155,82,178,0,0,2024-05-02T12:24:47.161Z
137,53,155,82,178,0,0,2024-05-02T12:24:47.315Z
137,53,155,82,178,0,0,2024-05-02T12:24:47.528Z
137,53,155,82,178,0,0,2024-05-02T12:24:47.703Z
137,53,155,82,178,0,0,2024-05-02T12:24:47.830Z
137,53,155,82,178,0,0,2024-05-02T12:24:47.999Z
137,53,155,82,178,0,0,2024-05-02T12:24:48.201Z
137,53,155,82,178,0,0,2024-05-02T12:24:48.364Z
137,53,155,82,178,0,0,2024-05-02T12:24:48.561Z
137,53,155,82,178,0,0,2024-05-02T12:24:48.723Z
137,53,155,82,178,0,0,2024-05-02T12:24:48.854Z
137,53,155,82,178,0,0,2024-05-02T12:24:49.036Z
137,53,155,82,178,0,0,2024-05-02T12:24:49.164Z
136,53,155,82,178,0,0,2024-05-02T12:24:49.367Z
136,53,155,82,178,0,0,2024-05-02T12:24:49.542Z
136,53,155,82,178,0,0,2024-05-02T12:24:49.683Z
136,53,155,82,178,0,0,2024-05-02T12:24:49.829Z
136,53,155,82,178,0,0,2024-05-02T12:24:49.979Z
136,53,155,82,178,0,0,2024-05-02T12:24:50.154Z
136,53,155,82,178,0,0,2024-05-02T12:24:50.361Z
136,53,155,82,178,0,0,2024-05-02T12:24:50.498Z
136,53,155,82,178,0,0,2024-05-02T12:24:50.773Z
136,53,155,82,178,0,0,2024-05-02T12:24:51.117Z
136,53,155,82,178,0,0,2024-05-02T12:24:51.374Z
135,53,155,82,178,0,0,2024-05-02T12:24:51.532Z
135,53,155,82,178,0,0,2024-05-02T12:24:51.829Z
135,53,155,82,178,0,0,2024-05-02T12:24:52.023Z
135,53,155,82,178,0,0,2024-05-02T12:24:52.414Z
135,53,155,82,178,0,0,2024-05-02T12:24:52.541Z
135,53,155,82,178,0,0,2024-05-02T12:24:52.750Z
135,53,155,82,178,0,0,2024-05-02T12:24:52.951Z
135,53,155,82,178,0,0,2024-05-02T12:24:53.225Z
135,53,155,82,178,0,0,2024-05-02T12:24:53.469Z
134,53,155,82,178,0,0,2024-05-02T12:24:53.724Z
134,53,155,82,178,0,0,2024-05-02T12:24:53.943Z
134,53,155,82,178,0,0,2024-05-02T12:24:54.082Z
134,53,155,82,178,0,0,2024-05-02T12:24:54.355Z
134,53,155,82,178,0,0,2024-05-02T12:24:54.586Z
134,53,155,82,178,0,0,2024-05-02T12:24:54.964Z
134,53,155,82,178,0,0,2024-05-02T12:24:55.107Z
134,53,155,82,178,0,0,2024-05-02T12:24:55.403Z
134,53,155,82,178,0,0,2024-05-02T12:24:55.667Z
133,53,155,82,178,0,0,2024-05-02T12:24:55.893Z
133,53,155,82,178,0,0,2024-05-02T12:24:56.175Z
133,53,155,82,178,0,0,2024-05-02T12:24:56.740Z
133,53,155,82,178,0,0,2024-05-02T12:24:57.063Z
133,53,155,82,178,0,0,2024-05-02T12:24:57.254Z
133,53,155,82,178,0,0,2024-05-02T12:24:57.628Z
133,53,155,82,178,0,0,2024-05-02T12:24:57.771Z
133,53,155,82,178,0,0,2024-05-02T12:24:58.114Z
132,53,155,82,178,0,0,2024-05-02T12:24:58.441Z
132,53,155,82,178,0,0,2024-05-02T12:24:58.655Z
132,53,155,82,178,0,0,2024-05-02T12:24:58.862Z
132,53,155,82,178,0,0,2024-05-02T12:24:59.159Z
132,53,155,82,178,0,0,2024-05-02T12:24:59.399Z
132,53,155,82,178,0,0,2024-05-02T12:24:59.715Z
132,53,155,82,178,0,0,2024-05-02T12:24:59.888Z
132,53,155,82,178,0,0,2024-05-02T12:25:00.114Z
131,53,155,82,178,0,0,2024-05-02T12:25:00.335Z
131,53,155,82,178,0,0,2024-05-02T12:25:00.640Z
131,53,155,82,178,0,0,2024-05-02T12:25:00.853Z
131,53,155,82,178,0,0,2024-05-02T12:25:01.098Z
131,53,155,82,178,0,0,2024-05-02T12:25:01.400Z
131,53,155,82,178,0,0,2024-05-02T12:25:01.756Z
131,53,155,82,178,0,0,2024-05-02T12:25:01.955Z
131,53,155,82,178,0,0,2024-05-02T12:25:02.168Z
131,53,155,82,178,0,0,2024-05-02T12:25:02.368Z
130,53,155,82,178,0,0,2024-05-02T12:25:02.519Z
130,53,155,82,178,0,0,2024-05-02T12:25:02.755Z
130,53,155,82,178,0,0,2024-05-02T12:25:02.886Z
130,53,155,82,178,0,0,2024-05-02T12:25:03.062Z
130,52,155,82,178,0,0,2024-05-02T12:25:03.266Z
130,53,155,82,178,0,0,2024-05-02T12:25:03.409Z
130,53,155,82,178,0,0,2024-05-02T12:25:03.576Z
130,52,155,82,178,0,0,2024-05-02T12:25:03.822Z
130,52,155,82,178,0,0,2024-05-02T12:25:03.986Z
130,52,155,82,178,0,0,2024-05-02T12:25:04.207Z
130,52,155,82,178,0,0,2024-05-02T12:25:04.420Z
130,52,155,82,178,0,0,2024-05-02T12:25:04.583Z
129,52,155,82,178,0,0,2024-05-02T12:25:04.840Z
129,52,155,82,178,0,0,2024-05-02T12:25:05.004Z
129,52,155,82,178,0,0,2024-05-02T12:25:05.140Z
129,52,155,82,178,0,0,2024-05-02T12:25:05.411Z
129,52,155,82,178,0,0,2024-05-02T12:25:05.556Z
129,52,155,82,178,0,0,2024-05-02T12:25:05.826Z
129,52,155,82,178,0,0,2024-05-02T12:25:06.038Z
129,52,155,82,178,0,0,2024-05-02T12:25:06.167Z
129,52,155,82,178,0,0,2024-05-02T12:25:06.436Z
129,52,155,82,178,0,0,2024-05-02T12:25:06.668Z
129,52,155,82,178,0,0,2024-05-02T12:25:06.877Z
128,52,155,82,178,0,0,2024-05-02T12:25:07.100Z
128,52,155,82,178,0,0,2024-05-02T12:25:07.389Z
128,52,155,82,178,0,0,2024-05-02T12:25:07.585Z
128,52,155,82,178,0,0,2024-05-02T12:25:07.764Z
128,52,155,82,178,0,0,2024-05-02T12:25:08.218Z
128,52,155,82,178,0,0,2024-05-02T12:25:08.415Z
128,52,155,82,178,0,0,2024-05-02T12:25:08.590Z
128,52,155,82,178,0,0,2024-05-02T12:25:08.719Z
128,52,155,82,178,0,0,2024-05-02T12:25:08.981Z
128,52,155,82,178,0,0,2024-05-02T12:25:09.132Z
128,52,155,82,178,0,0,2024-05-02T12:25:09.454Z
127,52,155,82,178,0,0,2024-05-02T12:25:09.747Z
127,52,155,82,178,0,0,2024-05-02T12:25:10.050Z
127,52,155,82,178,0,0,2024-05-02T12:25:10.230Z
127,52,155,82,178,0,0,2024-05-02T12:25:10.507Z
127,52,155,82,178,0,0,2024-05-02T12:25:10.670Z
127,52,155,82,178,0,0,2024-05-02T12:25:10.861Z
127,52,155,82,178,0,0,2024-05-02T12:25:11.077Z
127,52,155,82,178,0,0,2024-05-02T12:25:11.245Z
127,52,155,82,178,0,0,2024-05-02T12:25:11.395Z
127,52,155,82,178,0,0,2024-05-02T12:25:11.592Z
127,52,155,82,178,0,0,2024-05-02T12:25:11.791Z
127,52,155,82,178,0,0,2024-05-02T12:25:12.075Z
126,52,155,82,178,0,0,2024-05-02T12:25:12.211Z
126,52,155,82,178,0,0,2024-05-02T12:25:12.407Z
126,52,155,82,178,0,0,2024-05-02T12:25:12.613Z
126,52,155,82,178,0,0,2024-05-02T12:25:12.817Z
